title,abstract,doi,year,citations,source,doi_norm
Hierarchically Structured Transformer Networks for Fine-Grained Spatial Event Forecasting,"Spatial event forecasting is challenging and crucial for urban sensing scenarios, which is beneficial for a wide spectrum of spatial-temporal mining applications, ranging from traffic management, public safety, to environment policy making. In spite of significant progress has been made to solve spatial-temporal prediction problem, most existing deep learning based methods based on a coarse-grained spatial setting and the success of such methods largely relies on data sufficiency. In many real-world applications, predicting events with a fine-grained spatial resolution do play a critical role to provide high discernibility of spatial-temporal data distributions. However, in such cases, applying existing methods will result in weak performance since they may not well capture the quality spatial-temporal representations when training triple instances are highly imbalanced across locations and time. To tackle this challenge, we develop a hierarchically structured Spatial-Temporal ransformer network (STtrans) which leverages a main embedding space to capture the inter-dependencies across time and space for alleviating the data imbalance issue. In our STtrans framework, the first-stage transformer module discriminates different types of region and time-wise relations. To make the latent spatial-temporal representations be reflective of the relational structure between categories, we further develop a cross-category fusion transformer network to endow STtrans with the capability to preserve the semantic signals in a fully dynamic manner. Finally, an adversarial training strategy is introduced to yield a robust spatial-temporal learning under data imbalance. Extensive experiments on real-world imbalanced spatial-temporal datasets from NYC and Chicago demonstrate the superiority of our method over various state-of-the-art baselines.",10.1145/3366423.3380296,2020,,ACM,10.1145/3366423.3380296
An Onboard UAV Multi-task System for Trajectory Prediction and State Estimation Employing Transformer- and Reservoir-based Networks,"With the increasing technological advancements and deployment of unmanned aerial vehicles (UAVs) in different applications (e.g., delivery services, surveillance, critical infrastructure monitoring, military operations, and search-and-rescue operations), a robust, lightweight, and accurate system for UAV state identification and trajectory prediction is becoming a mandate. This work introduces an onboard real-time multi-task learning framework that combines Transformer neural networks and reservoir computing (RC) architectures to enhance outdoor UAV operations. The proposed system employs the Transformer-based architecture to capture the temporal dependencies in sequential data for long-term horizons, while RC-based networks are utilized to ensure robust and real-time performance. Specifically, custom multi-task models are implemented and fine-tuned to collect multi-modal sensor measurements, aiming to enhance the two-fold objective of simultaneous UAV state identification and trajectory prediction through shared feature learning. A dataset comprised of measurements collected from real-world UAV operations (in 3D space) under various conditions is employed to train and evaluate the proposed system. Furthermore, a prototype onboard UAV system is implemented and tested in real-world field experiments. Extensive evaluations of the experimental results demonstrate that the onboard framework achieves accuracy close to the ground truth in both state identification and trajectory prediction, consequently showcasing its potential for practical applications.",10.1145/3725893,2025,,ACM,10.1145/3725893
CLOCK: Online Temporal Hierarchical Framework for Multi-scale Multi-granularity Forecasting of User Impression,"User impression forecasting underpins various commercial activities, from long-term strategic decisions to short-term automated operations. As a representative that involves both kinds, the highly profitable Guaranteed Delivery (GD) advertising focuses mainly on promoting brand effect by allowing advertisers to order target impressions weeksin advance and get allocatedonline at the scheduled time. Such a business mode naturally incurs three issues making existing solutions inferior: 1) Timescale-granularity dilemma of coherently supporting the sales of day-level impressions of the distant future and the corresponding fine-grained allocation in real-time. 2) High dimensionality due to the Cartesian product of user attribute combinations. 3) Stability-plasticity dilemma of instant adaptation to emerging patterns of temporal dependency withoutcatastrophic forgetting of repeated ones facing the non-stationary traffic.To overcome the obstacles, we propose an online temporal hierarchical framework that functions analogously to a CLOCK and hence its name. Long-timescale, coarse-grained temporal data (e.g., the daily impression of one quarter) and short-timescale but fine-grained ones are handled separately by dedicated models, just like the hour/minute/second hands. Each tier in the hierarchy is triggered for forecasting and updating by need at different frequencies, thus saving the maintenance overhead. Furthermore, we devise a reconciliation mechanism to coordinate tiers by aggregating the separately learned local variance and global trends tier by tier. CLOCK solves the dimensionality dilemma by subsuming the autoencoder design to achieve an end-to-end, nonlinear factorization of streaming data into a low-dimension latent space, where a neural predictor produces predictions for the decoder to project them back to the high dimension. Lastly, we regulate the CLOCK's continual refinement by combining the complementary Experience Replay (ER) and Knowledge Distillation (KD) techniques to consolidate and recall previously learned temporal patterns. We conduct extensive evaluations on three public datasets and the real-life user impression log from the Tencent advertising system, and the results demonstrate CLOCK's efficacy.",10.1145/3583780.3614810,2023,,ACM,10.1145/3583780.3614810
A comparison of spatio-temporal prediction methods: a parking availability case study,"In this paper, we present a comparative analysis of Statistical, Machine Learning and Deep Learning spatio-temporal models for parking occupancy prediction1. We evaluate such models on three public datasets, which are enriched by a set of hand-crafted features to take into account the temporal and spatial components when they are not natively handled by a model. Two approaches for this regression task are investigated: a univariate one and a multivariate one. In the former, we build a separate model for each parking lot. In the latter, a single model is used to predict the availability of all parking lots so as to learn the interactions and the co-movements among all time-series. All models exhibit similar performance. However, we highlight the higher effectiveness of gradient boosted methods when encompassing both temporal and spatial awareness in the feature space and of deep-learning models that take into account the spatial structure of the data.",10.1145/3477314.3507035,2022,,ACM,10.1145/3477314.3507035
TraStrainer: Adaptive Sampling for Distributed Traces with System Runtime State,"Distributed tracing has been widely adopted in many microservice systems and plays an important role in monitoring and analyzing the system. However, trace data often come in large volumes, incurring substantial computational and storage costs. To reduce the quantity of traces, trace sampling has become a prominent topic of discussion, and several methods have been proposed in prior work. To attain higher-quality sampling outcomes, biased sampling has gained more attention compared to random sampling. Previous biased sampling methods primarily considered the importance of traces based on diversity, aiming to sample more edge-case traces and fewer common-case traces. However, we contend that relying solely on trace diversity for sampling is insufficient, system runtime state is another crucial factor that needs to be considered, especially in cases of system failures. In this study, we introduce TraStrainer, an online sampler that takes into account both system runtime state and trace diversity. TraStrainer employs an interpretable and automated encoding method to represent traces as vectors. Simultaneously, it adaptively determines sampling preferences by analyzing system runtime metrics. When sampling, it combines the results of system-bias and diversity-bias through a dynamic voting mechanism. Experimental results demonstrate that TraStrainer can achieve higher quality sampling results and significantly improve the performance of downstream root cause analysis (RCA) tasks. It has led to an average increase of 32.63\% in Top-1 RCA accuracy compared to four baselines in two datasets.",10.1145/3643748,2024,,ACM,10.1145/3643748
Large Language Model-Aware In-Context Learning for Code Generation,,10.1145/3715908,2025,,ACM,10.1145/3715908
Embracing Uncertainty for Equity in Resource Allocation in ML Training,"To reduce the Deep Learning (DL) model training time and hence resource consumption, it is critical to avoid stragglers. However, the dynamics and uncertainty features of resource availability pose a challenge to avoiding stragglers caused. To handle this challenge, we propose a Straggler-Avoiding job Scheduling approach (SAS), which smartly ensures that the tasks of a job receive resources with similar dynamics and uncertainty so that the tasks can complete at approximately the same time. Specifically, SAS uses an ML method to predict available resource amounts with probability in future times, groups nodes with similar available resource amounts and probabilities, and then assigns each job to one node group with the objective of minimizing job completion time (JCT). To reduce the decision making time, we also propose a reinforcement learning (RL) based scheduling approach (SAS-RL) that assigns each job to a node group. In addition, we propose a distributed parameter server (PS) load reassignment method to handle PS stragglers. Our trace-driven real experiments show that SAS reduce up to 45\% JCT and 63\% stragglers compared with existing job schedulers, and our PS load reassignment reduces up to 48\% JCT compared with the previous PS load distribution scheme.",10.1145/3605573.3605583,2023,,ACM,10.1145/3605573.3605583
Multi-Head Spatio-Temporal Attention Mechanism for Urban Anomaly Event Prediction,"Timely forecasting the urban anomaly events in advance is of great importance to the city management and planning. However, anomaly event prediction is highly challenging due to the sparseness of data, geographic heterogeneity (e.g., complex spatial correlation, skewed spatial distribution of anomaly events and crowd flows), and the dynamic temporal dependencies.In this study, we propose M-STAP, a novel Multi-head Spatio-Temporal Attention Prediction approach to address the problem of multi-region urban anomaly event prediction. Specifically, M-STAP considers the problem from three main aspects: (1) extracting the spatial characteristics of the anomaly events in different regions, and the spatial correlations between anomaly events and crowd flows; (2) modeling the impacts of crowd flow dynamic of the most relevant regions in each time step on the anomaly events; and (3) employing attention mechanism to analyze the varying impacts of the historical anomaly events on the predicted data. We have conducted extensive experimental studies on the crowd flows and anomaly events data of New York City, Melbourne and Chicago. Our proposed model shows higher accuracy (41.91\% improvement on average) in predicting multi-region anomaly events compared with the state-of-the-arts.",10.1145/3478099,2021,,ACM,10.1145/3478099
Parallel Connected LSTM for Matrix Sequence Prediction with Elusive Correlations,"This article is about a challenging problem called matrix sequence prediction, which is motivated from the application of taxi order prediction. Remarkably, the problem differs greatly from previous sequence prediction tasks in the sense that the time-wise correlations are quite elusive; namely, distant entries could be strongly correlated and nearby entries are unnecessarily related. Such distinct specifics make prevalent convolution-recurrence-based methods inadequate to apply. To remedy this trouble, we propose a novel architecture called Parallel Connected LSTM (PcLSTM), which integrates two new mechanisms, Multi-channel Linearized Connection (McLC) and Adaptive Parallel Unit (APU), into the framework of LSTM. Benefiting from the strengths of McLC and APU, our PcLSTM is able to handle well both the elusive correlations within each timestamp and the temporal dependencies across different timestamps, achieving state-of-the-art performance in a set of experiments demonstrated on synthetic and real-world datasets.",10.1145/3469437,2021,,ACM,10.1145/3469437
Predicting COVID-19 Spread from Large-Scale Mobility Data,"To manage the COVID-19 epidemic effectively, decision-makers in public health need accurate forecasts of case numbers. A potential near real-time predictor of future case numbers is human mobility; however, research on the predictive power of mobility is lacking. To fill this gap, we introduce a novel model for epidemic forecasting based on mobility data, called mobility marked Hawkes model. The proposed model consists of three components: (1) A Hawkes process captures the transmission dynamics of infectious diseases. (2) A mark modulates the rate of infections, thus accounting for how the reproduction number R varies across space and time. The mark is modeled using a regularized Poisson regression based on mobility covariates. (3) A correction procedure incorporates new cases seeded by people traveling between regions. Our model was evaluated on the COVID-19 epidemic in Switzerland. Specifically, we used mobility data from February through April 2020, amounting to approximately 1.5 billion trips. Trip counts were derived from large-scale telecommunication data, i.e., cell phone pings from the Swisscom network, the largest telecommunication provider in Switzerland. We compared our model against various state-of-the-art baselines in terms of out-of-sample root mean squared error. We found that our model outperformed the baselines by 15.52\%. The improvement was consistently achieved across different forecast horizons between 5 and 21 days. In addition, we assessed the predictive power of conventional point of interest data, confirming that telecommunication data is superior. To the best of our knowledge, our work is the first to predict the spread of COVID-19 from telecommunication data. Altogether, our work contributes to previous research by developing a scalable early warning system for decision-makers in public health tasked with controlling the spread of infectious diseases.",10.1145/3447548.3467157,2021,,ACM,10.1145/3447548.3467157
Block Popularity Prediction for Multimedia Storage Systems Using Spatial-Temporal-Sequential Neural Networks,"Predicting block popularity is of crucial importance for data placement in multi-tiered multimedia storage systems. Traditional methods, such as least recently used and exponential smoothing, are commonly employed to predict future block access frequencies and fail to achieve good performance for complex and changing access patterns. Recently, deep neural networks have brought great success to pattern recognition and prediction, which motivates us to introduce deep learning to solve the problem of block popularity prediction. In this paper, we first analyze and verify the temporal and spatial correlations among the multimedia I/O traces. Then, we design a multi-dimension feature to capture such correlations, which serves as the input of the designed deep neural network. A spatial-temporal-sequential neural network (STSNN) and its variants that capture the locality information, time dependency information, and block sequential information are proposed to predict the block popularity. We systematically evaluate our STSNN models against six baseline models from three different categories, i.e., heuristic methods, regression methods and neural network-based methods. Experiment results show that our proposed STSNN models are very promising for predicting block access frequencies under some of Huawei and Microsoft datasets and particularly achieve 2-6 times better performance compared with the baselines in terms of the I/O hit ratio, I/O recall rate and I/O prediction ratio under the Microsoft 64 MB-block dataset.",10.1145/3474085.3475495,2021,,ACM,10.1145/3474085.3475495
CPInformer for Efficient and Robust Compound-Protein Interaction Prediction,"Recently, deep learning has become the mainstream methodology for Compound-Protein Interaction (CPI) prediction. However, the existing compound-protein feature extraction methods have some issues that limit their performance. First, graph networks are widely used for structural compound feature extraction, but the chemical properties of a compound depend on functional groups rather than graphic structure. Besides, the existing methods lack capabilities in extracting rich and discriminative protein features. Last, the compound-protein features are usually simply combined for CPI prediction, without considering information redundancy and effective feature mining. To address the above issues, we propose a novel CPInformer method. Specifically, we extract heterogeneous compound features, including structural graph features and functional class fingerprints, to reduce prediction errors caused by similar structural compounds. Then, we combine local and global features using dense connections to obtain multi-scale protein features. Last, we apply ProbSparse self-attention to protein features, under the guidance of compound features, to eliminate information redundancy, and to improve the accuracy of CPInformer. More importantly, the proposed method identifies the activated local regions that link a CPI, providing a good visualisation for the CPI state. The results obtained on five benchmarks demonstrate the merits and superiority of CPInformer over the state-of-the-art approaches.",10.1109/tcbb.2022.3144008,2022,,ACM,10.1109/tcbb.2022.3144008
A Recurrent Spatio-Temporal Graph Neural Network Based on Latent Time Graph for Multi-Channel Time Series Forecasting,"With the advancement of technology, the field of multi-channel time series forecasting has emerged as a focal point of research. In this context, spatio-temporal graph neural networks have attracted significant interest due to their outstanding performance. An established approach involves integrating graph convolutional networks into recurrent neural networks. However, this approach faces difficulties in capturing dynamic spatial correlations and discerning the correlation of multi-channel time series signals. Another major problem is that the discrete time interval of recurrent neural networks limits the accuracy of spatio-temporal prediction. To address these challenges, we propose a continuous spatio-temporal framework, termed Recurrent Spatio-Temporal Graph Neural Network based on Latent Time Graph (RST-LTG). RST-LTG incorporates adaptive graph convolution networks with a time embedding generator to construct a latent time graph, which subtly captures evolving spatial characteristics by aggregating spatial information across multiple time steps. Additionally, to improve the accuracy of continuous time modeling, we introduce a gate enhanced neural ordinary differential equation that effectively integrates information across multiple scales. Empirical results on four publicly available datasets demonstrate that the RST-LTG model outperforms 19 competing methods in terms of accuracy.",10.1109/lsp.2024.3479917,2024,7,IEEE,10.1109/lsp.2024.3479917
Global-local Spatiotemporal Graph Neural Network for Power Load Forecasting,"Accurate power load forecasting is crucial for efficient grid management, benefiting production and living. However, traditional methods based on recurrent neural network fail to capture spatial details and complex inter-enterprise relationships, leading to prediction accuracy limitations. To solve this problem, this paper uses graph neural network (GNN) to capture the complex enterprises relationships, and recurrent neural network (RNN) to capture the spatiotemporal power load dependencies. Moreover, the unique characteristics of enterprise power consumption mode make local feature also an important factor in multivariable power load forecasting. Finally, a Global-local Spatiotemporal Graph Neural Network (GL-STGNN) model is proposed to improve the accuracy of power load forecasting. The model uses GRU and GCN to capture spatiotemporal dependence, discrete Fourier transform (DFT)to extract frequency domain features, and node Embedding to fuse features in encoders and decoders, thus comprehensively considering local features and global information. Experiments show improved accuracy and practical forecasting effectiveness over traditional approaches.",10.1109/iccepe62686.2024.10931504,2024,,IEEE,10.1109/iccepe62686.2024.10931504
$\mathrm{S}^{2}$-GNN: Time Series Forecasting with a Multi-Scale Adaptive Graph Neural Network Integrating Spatial and Spectral Graph Convolutions,"Existing multivariate time series forecasting (MTSF) methods have begun to explore architectures built entirely upon Graph Neural Networks (GNNs). Directly connecting variables across different timestamps with a fully connected adjacency matrix introduces unnecessary noise and ignores the inherent temporal ordering between nodes. Besides this, the limited depth of Spatial graph convolutional layers restricts the ability of the model to capture long-term dependencies. We propose $\text{S}^{\text{2}}$-$\text{GNN}$, a multi-scale adaptive graph neural network method, which fusion spatial and spectral graph convolutions. An adaptive mechanism is used to capture the unidirectional relationship between nodes at different timestamps, which enables the construction of a graph structure that preserves the temporal order. Multi-order neighbor information and original node features are fused at each layer of spatial graph convolution to improve the local feature extraction capability of the spatial graph convolution. $\text{S}^{\text{2}}$-GNN introduces spectral graph convolution and applies singular value decomposition (SVD) in the frequency domain to decompose the adjacency matrix and implement spectral graph convolution, which enables the extraction of key structural information and provides a compact representation of global spatio-temporal dependencies. We conduct extensive experiments on 7 public datasets for time series forecasting. The experimental results show that the $\text{S}^{\text{2}}$-GNN outperforms typical baseline models in time series forecasting tasks.",10.1109/ispa67752.2025.00084,2025,,IEEE,10.1109/ispa67752.2025.00084
Multi-site Forecasting of Energy Time Series with Spatio-Temporal Graph Neural Networks,"Climate change has prompted the energy sector to shift its focus to renewable energy sources, which are environmentally friendly but less in terms of cost, complexity, and plants' management. It becomes critical to have a reliable method for estimating the output power of these systems, which are dispersed across the country and vary in kind and technology, and whose output power is mostly determined by meteorological factors. In this paper, we exploit the capability of modeling dynamic graph-like data of a specific type of graph neural network, spatio-temporal graph neural network, which can process spatial information about plants' distribution in a particular region as well as temporal data on individual plant power production. Plants in the same region can share information and make more accurate forecasts in this way. The suggested model was evaluated on two types of datasets: one with data gathered from real photovoltaic systems and the other with synthesized power time series reconstructed from data acquired by satellite detection. Our studies discovered how these systems can estimate the production outputs of photovoltaic stations simultaneously and with higher accuracy with respect to previous state-of-the-art models, performing effectively even in the absence of meteorological data.",10.1109/ijcnn55064.2022.9892160,2022,4,IEEE,10.1109/ijcnn55064.2022.9892160
Limited Data Forecasting of Financial Time-Series Using Graph-Based Class Dynamics,"This paper addresses the issue of limited data in financial time series forecasting, a challenge regularly faced in the context of newly listed companies. While deep learning models excel at learning relevant representations for forecasting, their efficacy is hindered by the need for substantial data. To over-come this limitation, we propose a forecasting model that takes advantage of transfer learning using graph neural networks. Our model is constructed based on the assumption that a company's stock price is affected not only by the pertinent economic factors specific to the company but also by the shared class-specific factors within its business sector. The model comprises three neural network modules: $i$) a module that captures the individual dynamics of a company, ii) a graph neural network (GNN) that captures class-specific dynamics in which the graph is learned from the data, and iii) a module that integrates both the individual and the class-specific dynamics. We propose a novel transfer learning approach to train the GNN, enhancing its efficiency in forecasting time series with limited historical data. Experimental results on real financial time series demonstrate improved forecasting accuracy when incorporating information from class-specific time series.",10.23919/eusipco63174.2024.10714981,2024,,IEEE,10.23919/eusipco63174.2024.10714981
Spatio-Temporal Graph Neural Networks for Aggregate Load Forecasting,"Accurate forecasting of electricity demand is a core component of the modern electricity infrastructure. Several approaches exist that tackle this problem by exploiting modern deep learning tools. However, most previous works focus on predicting the total load as a univariate time series forecasting task, ignoring all fine-grained information captured by the smart meters distributed across the power grid. We introduce a methodology to account for this information in the graph neural network framework. In particular, we consider spatio-temporal graphs where each node is associated with the aggregate load of a cluster of smart meters, and a global graph-level attribute indicates the total load on the grid. We propose two novel spatio-temporal graph neural network models to process this representation and take advantage of both the finer-grained information and the relationships existing between the different clusters of meters. We compare these models on a widely used, openly available, benchmark against a competitive baseline which only accounts for the total load profile. Within these settings, we show that the proposed methodology improves forecasting accuracy.",10.1109/ijcnn55064.2022.9892780,2022,4,IEEE,10.1109/ijcnn55064.2022.9892780
Spatial Temporal Graph Transformers for Probabilistic Load Forecasting,"Ensuring a balance between electricity supply and demand is crucial for effective energy generation and scheduling. To this end, accurate probabilistic energy prediction is essential. In this paper, we introduce a novel transformer-based framework, Spatial Temporal Graph Transformers (STGT), designed to estimate probability distributions for future time series data. By combining Graph Neural Networks (GNNs) with Transformers, STGT is able to extract both temporal and spatial features, ultimately resulting in more reliable and accurate probability predictions. The architecture of STGT consists of a transformer decoder to capture historical load data and a graph neural network to model the spatial relationships present across different user loads. Additionally, quantile regression is utilized to model load probability distributions. Through extensive experiments conducted on real-world load time series datasets, we demonstrate that STGT outperforms alternative approaches in both point prediction and probabilistic prediction accuracy.",10.1109/csis-iac60628.2023.10364082,2023,1,IEEE,10.1109/csis-iac60628.2023.10364082
Causal-TSF: A Causal Intervention Approach to Mitigate Confounding Bias in Time Series Forecasting,"Time series forecasting, aiming to learn models from historical data and predict future values in time series, is a fundamental research topic in machine learning. However, few efforts have been devoted to addressing the confounding effects in time series data, e.g., the historical data are affected by some hidden surrounding factors (i.e., confounders), leading to biased forecasting models for future data. This paper presents a causal intervention approach to eliminate the bias that is raised by some hidden confounders. By using a causal graph, we illustrate why hidden confounders can bring bias in time series forecasting and how to tackle it. We implement causal intervention by a deep architecture that consists of two modules, a Confounders Estimation module to estimate the hidden confounders and a Debiasing module to eliminate the confounding bias in the forecasting model via sampling on confounders. We conduct comprehensive evaluations on various time series datasets. The experiment results indicate that the proposed method can reduce the negative confounding effects in time series data, and it achieves superior gains over state-of-the-art baselines for time series forecasting.",10.1109/tkde.2025.3536107,2025,,IEEE,10.1109/tkde.2025.3536107
Multi-Level Knowledge Inheritance Graph Neural Network for Tobacco Pest Time-Series Forecasting,"The quality of tobacco raw materials is the decisive factor affecting the quality of cigarette products. The monitoring and forecasting of tobacco pest distribution in the factory is crucial in preventing the invasion of tobacco pests into the raw materials, thereby mitigating potential economic losses. However, traditional time series forecasting methods fail to deal with the multi-level spatial characteristics within the tobacco pest distribution data, therefore leading to poor forecasting performance. In this work, a multi-level knowledge inheritance graph network (MKIGN) is proposed to handle this problem. First, by creating virtual variables, a workshop-level dataset and a district-level dataset were generated from the original point-level dataset. Then, a multi-level graph network structure with an integrated knowledge inheritance strategy is designed, which will be applied to the two newly constructed datasets to capture the multi-level spatial characteristics of the tobacco pest distribution data. The effectiveness and superiority of the proposed method are illustrated on a real tobacco pest distribution dataset.",10.1109/iai63275.2024.10730675,2024,,IEEE,10.1109/iai63275.2024.10730675
Active Elastic Scaling Strategy Based on Spatio-Temporal Graph Neural Network,"The microservice architecture has accelerated the development of containerized deployment in cloud computing, with elastic scaling emerging as a key technology to address dynamic workloads. Traditional reactive strategies struggle to adapt to complex load fluctuations due to cold start latency and rigid resource allocation. Although proactive strategies have gained attention, their prediction accuracy remains challenging, especially as they often overlook the invocation relationships among microservices. To address this, this paper proposes a load prediction method based on a spatio-temporal graph neural network, which integrates Graph Attention Networks (GAT) to model spatial dependencies between microservices and Gated Recurrent Units (GRU) to capture temporal dynamics. Experimental results demonstrate that the proposed method outperforms traditional models in prediction accuracy.",10.1109/iccea65460.2025.11103345,2025,,IEEE,10.1109/iccea65460.2025.11103345
Research on Traffic Flow Forecasting Method Based on Graph Neural Network,"Traffic flow data are typical spatial-temporal data. Most of the traditional traffic flow prediction methods only consider the temporal correlation of data, but ignore the spatial correlation, so that the accuracy of prediction reduce. We summarizes the traffic flow prediction model based on graph neural network (GNN), starting from the basic definition of graph convolution, covering frequency domain and spatial domain graph convolution, and introducing the chebyshev network, graph convolution neural network (GCN) and graph attention network (GAT). We consider the spatial correlation of traffic flow, building three forecasting model based on Graph Neural Network, compared and analyzed the prediction results, which proves the effectiveness of the application of graph neural network in traffic flow prediction.",10.1109/seai55746.2022.9832353,2022,7,IEEE,10.1109/seai55746.2022.9832353
Time Series Forecasting with GCN-LSTM Based Unified Model for Product Demand Prediction,"This paper introduces LSTMGraph, a unified time-series model designed for demand prediction across multiple products. This method integrates Long Short-Term Memory (LSTM) networks to capture temporal dynamics, such as price fluctuations, and Graph Convolutional Networks (GCN) to model global dependencies between products. We represent demand data as a network where each product is a node, constructing three distinct graphs with different types of edges: (i) a weekly sales similarity graph, (ii) a customer-based relationship graph, and (iii) an invoice-based similarity graph. These graphs are merged to enhance predictive accuracy by incorporating diverse temporal and relational patterns. Extensive experiments show that LSTMGraph significantly outperforms existing baseline models. Additionally, an ablation study is conducted to quantify the impact of each graph type on overall performance.",10.1109/bigdata62323.2024.10825969,2024,,IEEE,10.1109/bigdata62323.2024.10825969
DNGNN: Efficient Deep Noisy Graph Neural Network for Spatio-Temporal Series Forecasting,"Spatio-temporal series forecasting plays a vital role in the domain of multivariate time series prediction. By leveraging accurate and comprehensive spatio-temporal sequence prediction models, it becomes possible to extract higher-order spatio-temporal interactions between real-world connections, thereby contributing to smart city construction. Spatio-Temporal Graph Neural Networks (STGNNs) have emerged as a highly effective approach for addressing spatio-temporal series prediction challenges. Nevertheless, most existing methods predominantly rely on traditional graph convolutional networks (GCNs) and their variants for spatial feature extraction. Due to inherent limitations such as over-smoothing, these models often constrain spatial feature encoding to shallow architectures, typically limited to 2-3 layers. Additionally, the presence of noisy data in real-world scenarios significantly impacts the prediction accuracy of existing STGNN models. In this paper, building upon the classic STGNN framework, we propose a graph neural network framework based on deep residual connections and noise injection mechanism to address the aforementioned issues. Specifically, inspired by the principles of initial residual connection and identity mapping, we proposed a deep spatio-temporal graph neural network framework of 12 layers to capture the high-dimensional interactions, while using noise injection mechanism to mitigate the adverse effects of noisy data. Sufficient experimental results on typical time-series datasets demonstrate the effectiveness of our proposed framework.",10.1109/asens64990.2025.11011208,2025,,IEEE,10.1109/asens64990.2025.11011208
Multi-Scenario Cellular KPI Prediction Based on Spatiotemporal Graph Neural Network,"With the increasing demand for high-quality telecommunication services, cellular KPI prediction becomes crucial for telecommunication network monitoring and management. In this work, we propose a novel framework for cellular KPI prediction, which considers its distribution discrepancy under different network operation scenarios. In particular, three specific predictors for normal, target alarm, and neighbor alarm scenarios are proposed based on spatiotemporal graph neural networks and unified through transfer learning. Temporal convolution and attention mechanism are embedded to model the impact of anomalies on KPIs and its propagation across neighboring cells according to the cellular network topology. An experiment on a real cellular KPI dataset shows the effectiveness of the proposed method compared to the state-of-the-arts. Note to Practitioners—Cellular network KPI prediction under scenarios of network alarms is crucial to evaluate the impact of alarms on network services and guides cellular network maintenance policies. This problem is similar to a general multivariate time series prediction problem with data multimodality. However, the first challenge in our case is that, under different scenarios, i.e., normal, target alarm, and neighbor alarm, the effective information and spatiotemporal dependencies among KPIs are different. The second challenge is the imbalanced or sparse sample size for specific scenarios, deteriorating the model performance. This paper proposes a cellular KPI prediction framework consisting of three scenario-specific predictors with similar but different modules to process different scenario-specific data. To address the dataset imbalance across scenarios, we adopt a transfer learning strategy to unify the training and prediction of three predictors. The experiment results on a real cellular KPI dataset demonstrate that the proposed framework is more feasible and effective than the state-of-the-art models for multivariate time series prediction. Future research can consider developing maintenance policies such that the cost caused by abnormal KPIs can be minimized.",10.1109/tase.2024.3416952,2025,3,IEEE,10.1109/tase.2024.3416952
Gaia: Graph Neural Network with Temporal Shift aware Attention for Gross Merchandise Value Forecast in E-commerce,"E-commerce has gone a long way in empowering merchants through the internet. In order to store the goods efficiently and arrange the marketing resource properly, it is important for them to make the accurate gross merchandise value (GMV) prediction. However, it's nontrivial to make accurate prediction with the deficiency of digitized data. In this article, we present a solution to better forecast GMV inside Alipay app. Thanks to graph neural networks (G NN) which has great ability to correlate different entities to enrich information, we propose Gaia, a graph neural network (GNN) model with temporal shift aware attention. Gaia leverages the relevant e-seller’ sales information and learn neighbor correlation based on temporal dependencies. By testing on Alipay's real dataset and comparing with other baselines, Gaia has shown the best performance. And Gaia is deployed in the simulated online environment, which also achieves great improvement compared with baselines.",10.1109/icde53745.2022.00313,2022,5,IEEE,10.1109/icde53745.2022.00313
HiGraph: Learning Hierarchical Graph for Multivariate Time Series Anomaly Detection in Microservice Systems,"Microservices enable flexible, scalable, and efficient application development in cloud environments. A service instance is a chain of microservices running in virtual pods. The service invocation trace and the pod performance metrics are recorded and analyzed to detect anomalies and ensure system stability. Spatiotemporal graph neural network models are popular for time-series representation as they can capture intra- and inter-correlation of time series. However, we find that the performance of anomaly detection depends on the dynamic correlation between containers in microservice system greatly, but has not been considered in existing work. To capture the correlation both on pod level and metric level, we propose a hierachcical graph neural network model, HiGraph, cascading of MetricLayer and PodLayer modules. MetricLayer is used to compute the correlation between metrics through mutual information. PodLayer is used to learn the dynamical correlation of the pods from trace data. It is important to note that trace data continuously records calls, while metric data has a sampling interval, making temporal alignment difficult. To address this, we innovatively use the edge weights of the graph to align them. We count the call frequency between different pods in the trace data over a specific period to update the weights of the spatial correlation graph. Extensive experiments on real data demonstrate that HiGraph improves RMSE by 4.9%, MAE by 4.8%, F1-score by 4.2% and recall by 9.2% compared to the best baseline.",10.1109/wccct65447.2025.11028023,2025,,IEEE,10.1109/wccct65447.2025.11028023
