"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Yang, L.; Tsung, F.; Wang, K.; Zhou, J.","Yang, Luo (57772614600); Tsung, Fugee (7003719356); Wang, Kaibo (55497690000); Zhou, Jie (58738163700)","57772614600; 7003719356; 55497690000; 58738163700","Wind Power Forecasting Based on a Spatial-Temporal Graph Convolution Network with Limited Engineering Knowledge","2024","IEEE Transactions on Instrumentation and Measurement","73","","9002113","1","13","16","10.1109/TIM.2024.3374321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187379332&doi=10.1109%2FTIM.2024.3374321&partnerID=40&md5=fb081c204e0cbf828dac542a81c2f27a","Article","Final","","Scopus","2-s2.0-85187379332"
"Wang, S.; Zhang, Y.; Lin, X.; Hu, Y.; Huang, Q.; Yin, B.","Wang, Shun (57226820692); Zhang, Yong (55951477400); Lin, Xuanqi (57210598116); Hu, Yongli (7407118245); Huang, Qingming (8435766200); Yin, Baocai (8616230700)","57226820692; 55951477400; 57210598116; 7407118245; 8435766200; 8616230700","Dynamic Hypergraph Structure Learning for Multivariate Time Series Forecasting","2024","IEEE Transactions on Big Data","10","4","","556","567","25","10.1109/TBDATA.2024.3362188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184816899&doi=10.1109%2FTBDATA.2024.3362188&partnerID=40&md5=c041c4ed69d076bdd718d7062b8dff6e","Article","Final","","Scopus","2-s2.0-85184816899"
"Hao, J.; Shi, Q.; Ye, Y.; Zeng, W.","Hao, Jianing (58308759900); Shi, Qing (58538334200); Ye, Yilin (58030657600); Zeng, Wei (55351427600)","58308759900; 58538334200; 58030657600; 55351427600","TimeTuner: Diagnosing Time Representations for Time-Series Forecasting with Counterfactual Explanations","2024","IEEE Transactions on Visualization and Computer Graphics","30","1","","1183","1193","6","10.1109/TVCG.2023.3327389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181575469&doi=10.1109%2FTVCG.2023.3327389&partnerID=40&md5=ed88d25daac2cc65d605ade7ed3d4bd6","Article","Final","","Scopus","2-s2.0-85181575469"
"Jiang, L.; Zhang, F.; Zhang, M.; Zhang, C.","Jiang, Linling (58647361600); Zhang, Fan (56549192400); Zhang, Mingli (57089261300); Zhang, Caiming (7405490397)","58647361600; 56549192400; 57089261300; 7405490397","Time-Series Forecasting Through Contrastive Learning with a Two-Dimensional Self-attention Mechanism","2024","Lecture Notes in Computer Science","14448 LNCS","","","147","165","2","10.1007/978-981-99-8082-6_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178632758&doi=10.1007%2F978-981-99-8082-6_12&partnerID=40&md5=8c1c4340e3dbb9b7232028685a71bc50","Conference paper","Final","","Scopus","2-s2.0-85178632758"
"Zhang, W.; Zhang, K.; Jiang, L.; Zhang, F.","Zhang, Wenchang (58609050200); Zhang, Kaiqiang (58745105400); Jiang, Linling (58647361600); Zhang, Fan (56549192400)","58609050200; 58745105400; 58647361600; 56549192400","Multi-scale Multi-step Dependency Graph Neural Network for Multivariate Time-Series Forecasting","2024","Communications in Computer and Information Science","1962 CCIS","","","95","111","2","10.1007/978-981-99-8132-8_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178619812&doi=10.1007%2F978-981-99-8132-8_8&partnerID=40&md5=2ad37dfdc881118ff378e1c450708b60","Conference paper","Final","","Scopus","2-s2.0-85178619812"
"Li, Z.; Gao, Z.; Zhang, G.; Liu, J.; Xu, L.","Li, Zhuolin (57212510411); Gao, Ziheng (58128341800); Zhang, Gaowei (56670483600); Liu, Jingjing (57204547277); Xu, Lingyu (7404745474)","57212510411; 58128341800; 56670483600; 57204547277; 7404745474","Dynamic personalized graph neural network with linear complexity for multivariate time series forecasting","2024","Engineering Applications of Artificial Intelligence","127","","107291","","","9","10.1016/j.engappai.2023.107291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174043543&doi=10.1016%2Fj.engappai.2023.107291&partnerID=40&md5=c87d9d46ebd894f7eaa9fbbbacb78c4e","Article","Final","","Scopus","2-s2.0-85174043543"
"Zheng, X.; Chen, X.; Schurch, M.; Mollaysa, A.; Allam, A.; Krauthammer, M.","Zheng, Xiaochen (57219265691); Chen, Xingyu (59447994600); Schurch, Manuel (57217834865); Mollaysa, Amina (57202470468); Allam, Ahmed (57190840199); Krauthammer, Michael O. (24765892500)","57219265691; 59447994600; 57217834865; 57202470468; 57190840199; 24765892500","Simple Contrastive Representation Learning for Time Series Forecasting","2024","Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing","","","","6005","6009","6","10.1109/ICASSP48485.2024.10446875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001486065&doi=10.1109%2FICASSP48485.2024.10446875&partnerID=40&md5=d094e25cc214d701a05b8ecd29b4ef2e","Conference paper","Final","","Scopus","2-s2.0-105001486065"
"Changxia, G.; Zhang, Z.; Youru, L.; Yan, L.; Wan, W.","Changxia, Gao (57217015420); Zhang, Ning (57225861326); Youru, Li (58656279200); Yan, Lin (58656279300); Wan, Huaiyu (35189888000)","57217015420; 57225861326; 58656279200; 58656279300; 35189888000","Multi-scale adaptive attention-based time-variant neural networks for multi-step time series forecasting","2023","Applied Intelligence","53","23","","28974","28993","7","10.1007/s10489-023-05057-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174487773&doi=10.1007%2Fs10489-023-05057-7&partnerID=40&md5=48c892556b75c0b6462bfb7575de0282","Article","Final","","Scopus","2-s2.0-85174487773"
"Miao, H.; Zhang, Y.; Ning, Z.; Jiang, Z.; Wang, L.","Miao, Hao (58449556200); Zhang, Yilin (57748468900); Ning, Zefei (57223253817); Jiang, Zhuolun (57960295000); Wang, Li (57192099417)","58449556200; 57748468900; 57223253817; 57960295000; 57192099417","TDG4MSF: A temporal decomposition enhanced graph neural network for multivariate time series forecasting","2023","Applied Intelligence","53","23","","28254","28267","6","10.1007/s10489-023-04987-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172877266&doi=10.1007%2Fs10489-023-04987-6&partnerID=40&md5=7e7c51c8131ca0996e00dd1b00892938","Article","Final","","Scopus","2-s2.0-85172877266"
"Shen, F.; Wang, J.; Zhang, Z.; Wang, X.; Li, Y.; Geng, Z.; Pan, B.; Lu, Z.; Zhao, W.; Zhu, W.","Shen, Fang (57203553938); Wang, Jialong (57647218900); Zhang, Ziwei (57202260633); Wang, Xin (57221484284); Li, Yue (58652458900); Geng, Zhaowei (56388295900); Pan, Bing (57643522500); Lu, Zengyi (58652459100); Zhao, Wendy (57645741800); Zhu, Wenwu (7404232311)","57203553938; 57647218900; 57202260633; 57221484284; 58652458900; 56388295900; 57643522500; 58652459100; 57645741800; 7404232311","Long-term multivariate time series forecasting in data centers based on multi-factor separation evolutionary spatial–temporal graph neural networks","2023","Knowledge-Based Systems","280","","110997","","","7","10.1016/j.knosys.2023.110997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174332438&doi=10.1016%2Fj.knosys.2023.110997&partnerID=40&md5=18e9f98f2db8c493c34fa623dbd91e9a","Article","Final","","Scopus","2-s2.0-85174332438"
"Guo, T.; Hou, F.; Pang, Y.; Jia, X.; Wang, Z.; Wang, R.","Guo, Ting (58237982800); Hou, Feng (57220668737); Pang, Yan (57044039300); Jia, Xiaoyun (57218311277); Wang, Zhongwei (55719882000); Wang, Ruili (55825442900)","58237982800; 57220668737; 57044039300; 57218311277; 55719882000; 55825442900","Learning and integration of adaptive hybrid graph structures for multivariate time series forecasting","2023","Information Sciences","648","","119560","","","11","10.1016/j.ins.2023.119560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168803579&doi=10.1016%2Fj.ins.2023.119560&partnerID=40&md5=3845a98441d2800e0acd276eaae9b3f7","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85168803579"
"Kim, J.; Kim, T.; Ryu, J.-G.; Kim, J.","Kim, Jinah (55720345100); Kim, Taekyung (59471665700); Ryu, Joongyu (7401868766); Kim, Jaeil (57211615348)","55720345100; 59471665700; 7401868766; 57211615348","Spatiotemporal graph neural network for multivariate multi-step ahead time-series forecasting of sea temperature","2023","Engineering Applications of Artificial Intelligence","126","","106854","","","25","10.1016/j.engappai.2023.106854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166650882&doi=10.1016%2Fj.engappai.2023.106854&partnerID=40&md5=66d3ea98c9b95c532e3c4c1d4502d6c5","Article","Final","","Scopus","2-s2.0-85166650882"
"Mao, S.; Xiao-Jun Zeng, X.-J.","Mao, Shengzhong (57208583550); Xiao-Jun Zeng, Xiao-Jun (7403248390)","57208583550; 7403248390","Learning Visibility Attention Graph Representation for Time Series Forecasting","2023","","","","","4180","4184","2","10.1145/3583780.3615289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178161290&doi=10.1145%2F3583780.3615289&partnerID=40&md5=1ac9c47588c7c5f39437319d22edf01b","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85178161290"
"Kim, S.; Chung, E.; Kang, P.","Kim, Subin (57477374300); Chung, Euisuk (57781340600); Kang, Pilsung (14034324500)","57477374300; 57781340600; 14034324500","FEAT: A general framework for feature-aware multivariate time-series representation learning","2023","Knowledge-Based Systems","277","","110790","","","14","10.1016/j.knosys.2023.110790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165634067&doi=10.1016%2Fj.knosys.2023.110790&partnerID=40&md5=92951e73b0eb52f6972cfb7ac2797649","Article","Final","","Scopus","2-s2.0-85165634067"
"Chen, L.; Chen, D.; Shang, Z.; Wu, B.; Zheng, C.; Wen, B.; Zhang, W.","Chen, Ling (57193157981); Chen, Donghui (57201348121); Shang, Zongjiang (57210798114); Wu, Binqing (57850692800); Zheng, Cen (58195124700); Wen, Bo (57222423534); Zhang, Wei (57970839200)","57193157981; 57201348121; 57210798114; 57850692800; 58195124700; 57222423534; 57970839200","Multi-Scale Adaptive Graph Neural Network for Multivariate Time Series Forecasting","2023","IEEE Transactions on Knowledge and Data Engineering","35","10","","10748","10761","155","10.1109/TKDE.2023.3268199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153488088&doi=10.1109%2FTKDE.2023.3268199&partnerID=40&md5=f4a6b224042087163ff902bcf6b3d7cc","Article","Final","","Scopus","2-s2.0-85153488088"
"Zhang, J.; Dai, Q.","Zhang, Jing (56496792300); Dai, Qun (35315440400)","56496792300; 35315440400","MrCAN: Multi-relations aware convolutional attention network for multivariate time series forecasting","2023","Information Sciences","643","","119277","","","17","10.1016/j.ins.2023.119277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161281640&doi=10.1016%2Fj.ins.2023.119277&partnerID=40&md5=d4a957e76460b307cffdfc5924781da8","Article","Final","","Scopus","2-s2.0-85161281640"
"Deng, J.; Deng, J.; Yin, D.; Jiang, R.; Song, X.","Deng, Jiewen (57246253600); Deng, Jinliang (57246045800); Yin, Du (57245736200); Jiang, Renhe (57202284492); Song, Xuan (7402269519)","57246253600; 57246045800; 57245736200; 57202284492; 7402269519","TTS-Norm: Forecasting Tensor Time Series via Multi-Way Normalization","2023","ACM Transactions on Knowledge Discovery from Data","18","1","3","","","20","10.1145/3605894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176806978&doi=10.1145%2F3605894&partnerID=40&md5=c9504038d6b66fd7aacd2ce567f5f2dd","Article","Final","","Scopus","2-s2.0-85176806978"
"Ekambaram, V.; Jati, A.; Nguyen, N.; Sinthong, P.; Kalagnanam, J.","Ekambaram, Vijay (56417904400); Jati, Arindam (55221975900); Nguyen, Nam H. (57213920883); Sinthong, Phanwadee (57202450333); Kalagnanam, Jayant R. (6603747566)","56417904400; 55221975900; 57213920883; 57202450333; 6603747566","TSMixer: Lightweight MLP-Mixer Model for Multivariate Time Series Forecasting","2023","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","459","469","236","10.1145/3580305.3599533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170849101&doi=10.1145%2F3580305.3599533&partnerID=40&md5=bc247da332a0a15964be2c0ce8c4a0e2","Conference paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85170849101"
"Kim, S.; Chae, D.-K.","Kim, Seonmin (58547485900); Chae, Dong-kyu (55735568900)","58547485900; 55735568900","Look Ahead: Improving the Accuracy of Time-Series Forecasting by Previewing Future Time Features","2023","","","","","2134","2138","1","10.1145/3539618.3592013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168651793&doi=10.1145%2F3539618.3592013&partnerID=40&md5=d74606567db12b435b041001a1d90b14","Conference paper","Final","","Scopus","2-s2.0-85168651793"
"Fan, J.; Wang, P.; Fan, Y.; Liu, L.; Ma, H.","Fan, Jinxiao (58570953800); Wang, Pengfei (56729229200); Fan, Yu (57211409552); Liu, Liang (56441814300); Ma, Huadong (7403096223)","58570953800; 56729229200; 57211409552; 56441814300; 7403096223","Num2vec: Pre-Training Numeric Representations for Time Series Forecasting in the Sensing System","2023","ACM Transactions on Sensor Networks","19","4","94","","","2","10.1145/3599728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170535756&doi=10.1145%2F3599728&partnerID=40&md5=6b120fb1bbe81f926fc1c2981a78fcc2","Article","Final","","Scopus","2-s2.0-85170535756"
"Jiang, R.; Wang, Z.; Yong, J.; Jeph, P.; Chen, Q.; Kobayashi, Y.; Song, X.; Fukushima, S.; Suzumura, T.","Jiang, Renhe (57202284492); Wang, Zhaonan (57210640460); Yong, Jiawei (57963541200); Jeph, Puneet (57936699800); Chen, Quanjun (57192660725); Kobayashi, Yasumasa (58000485300); Song, Xuan (7402269519); Fukushima, Shintaro (57202811891); Suzumura, Toyotaro (6603022117)","57202284492; 57210640460; 57963541200; 57936699800; 57192660725; 58000485300; 7402269519; 57202811891; 6603022117","Spatio-Temporal Meta-Graph Learning for Traffic Forecasting","2023","","37","","","8078","8086","259","10.1609/aaai.v37i7.25976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149648984&doi=10.1609%2Faaai.v37i7.25976&partnerID=40&md5=d096c8b3842a250937f4e18e18805a1f","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149648984"
"Li, J.; Shi, Y.; Li, H.; Yang, B.","Li, Jince (57210213500); Shi, Yilin (57446524200); Li, Hongguang (36066834200); Yang, Bo (55551141400)","57210213500; 57446524200; 36066834200; 55551141400","TC-GATN: Temporal Causal Graph Attention Networks With Nonlinear Paradigm for Multivariate Time-Series Forecasting in Industrial Processes","2023","IEEE Transactions on Industrial Informatics","19","6","","7592","7601","29","10.1109/TII.2022.3211330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160861407&doi=10.1109%2FTII.2022.3211330&partnerID=40&md5=79045a1e173191b7f52c96665e160fba","Article","Final","","Scopus","2-s2.0-85160861407"
"Wang, X.; Wang, Y.; Peng, J.; Zhang, Z.","Wang, Xiaohu (58855024800); Wang, Yong (59048943900); Peng, Jianjian (57925802200); Zhang, Zhicheng (57926408200)","58855024800; 59048943900; 57925802200; 57926408200","Multivariate long sequence time-series forecasting using dynamic graph learning","2023","Journal of Ambient Intelligence and Humanized Computing","14","6","","7679","7693","17","10.1007/s12652-023-04579-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149947973&doi=10.1007%2Fs12652-023-04579-9&partnerID=40&md5=36600cad88ef82d4424c952d3b6747f1","Article","Final","","Scopus","2-s2.0-85149947973"
"Li, Z.; Zhang, G.; Yu, J.; Xu, L.","Li, Zhuolin (57212510411); Zhang, Gaowei (56670483600); Yu, Jie (55643999006); Xu, Lingyu (7404745474)","57212510411; 56670483600; 55643999006; 7404745474","Dynamic graph structure learning for multivariate time series forecasting","2023","Pattern Recognition","138","","109423","","","91","10.1016/j.patcog.2023.109423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149751108&doi=10.1016%2Fj.patcog.2023.109423&partnerID=40&md5=acaf6508ff91d351c4afd8f50c4ea5b5","Article","Final","","Scopus","2-s2.0-85149751108"
"Li, Z.; Yu, J.; Zhang, G.; Xu, L.","Li, Zhuolin (57212510411); Yu, Jie (55643999006); Zhang, Gaowei (56670483600); Xu, Lingyu (7404745474)","57212510411; 55643999006; 56670483600; 7404745474","Dynamic spatio-temporal graph network with adaptive propagation mechanism for multivariate time series forecasting","2023","Expert Systems with Applications","216","","119374","","","52","10.1016/j.eswa.2022.119374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144433062&doi=10.1016%2Fj.eswa.2022.119374&partnerID=40&md5=8c43d52923674261d9df95b2209c63c9","Article","Final","","Scopus","2-s2.0-85144433062"
"Li, X.-Y.; Zhong, P.-N.; Chen, D.; Yang, Y.-B.","Li, Xinyi (58036248000); Zhong, Peinan (58683288300); Chen, Di (58486254800); Yang, Yubin (24723322700)","58036248000; 58683288300; 58486254800; 24723322700","Core: Transferable Long-Range Time Series Forecasting Enhanced by Covariates-Guided Representation","2023","Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing","2023-June","","","","","1","10.1109/ICASSP49357.2023.10096231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000380404&doi=10.1109%2FICASSP49357.2023.10096231&partnerID=40&md5=0141d7594651fab5b330906b5687bc61","Conference paper","Final","","Scopus","2-s2.0-86000380404"
"Nie, Y.; Nguyen, N.; Sinthong, P.; Kalagnanam, J.","Nie, Yuqi (57339841500); Nguyen, Nam H. (57213920883); Sinthong, Phanwadee (57202450333); Kalagnanam, Jayant R. (6603747566)","57339841500; 57213920883; 57202450333; 6603747566","A TIME SERIES IS WORTH 64 WORDS: LONG-TERM FORECASTING WITH TRANSFORMERS","2023","","","","","","","855","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192521637&partnerID=40&md5=9c7b783870e585a5820d2722976b5e79","Conference paper","Final","","Scopus","2-s2.0-85192521637"
"Dong, P.; Zuo, Y.; Chen, L.; Li, S.; Zhang, L.","Dong, Pingping (57197602257); Zuo, Yuning (57807214200); Chen, Liying (58404629500); Li, Shangyu (59002335300); Zhang, Lianming (9332344500)","57197602257; 57807214200; 58404629500; 59002335300; 9332344500","VSNT: Adaptive Network Traffic Forecasting via VMD and Deep Learning with SCI-Block and Attention Mechanism","2023","","","","","104","109","4","10.1109/ISPA-BDCloud-SocialCom-SustainCom59178.2023.00046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191325819&doi=10.1109%2FISPA-BDCloud-SocialCom-SustainCom59178.2023.00046&partnerID=40&md5=27fb03227295ea882dff9e652a6d2ec2","Conference paper","Final","","Scopus","2-s2.0-85191325819"
"Wu, Q.; Wang, Y.; Cao, J.; Huang, J.; Miao, W.","Wu, Qiuyu (58921500300); Wang, Yu (57386903800); Cao, Jie (57209867982); Huang, Jin (57221395528); Miao, Weiwei (57192541666)","58921500300; 57386903800; 57209867982; 57221395528; 57192541666","GNN and Encoder Integrated Model for Distributed Solar and Wind Power Forecasting","2023","","","","","","","1","10.1109/CSECS60003.2023.10428146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186764577&doi=10.1109%2FCSECS60003.2023.10428146&partnerID=40&md5=51ef38cce7961f61cd5794060a511433","Conference paper","Final","","Scopus","2-s2.0-85186764577"
"Miller, J.A.; Barna, N.H.; Rana, S.; Arpinar, I.B.; Liu, N.","Miller, John A. (55613232220); Barna, Nasid Habib (57204466792); Rana, Subas (58655883800); Arpinar, Ismailcem Budak (6507184033); Liu, Ninghao (57191072267)","55613232220; 57204466792; 58655883800; 6507184033; 57191072267","Knowledge Enhanced Deep Learning: Application to Pandemic Prediction","2023","","","","","42","51","1","10.1109/CIC58953.2023.00016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183806100&doi=10.1109%2FCIC58953.2023.00016&partnerID=40&md5=e2b683aac742fc183d9438c2aa65e98d","Conference paper","Final","","Scopus","2-s2.0-85183806100"
"Nguyen, N.N.; Platoš, J.","Nguyen, Ngoc Phien (58179158800); Platoš, Jan (23397962200)","58179158800; 23397962200","The PSR-Transformer Nexus: A Deep Dive into Stock Time Series Forecasting","2023","International Journal of Advanced Computer Science and Applications","14","12","","917","924","3","10.14569/IJACSA.2023.0141292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183079028&doi=10.14569%2FIJACSA.2023.0141292&partnerID=40&md5=b0b61ef643acb1799730d19b27861982","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183079028"
"Wang, X.; Xiao, H.; Xing, Q.","Wang, Xinghao (58803454900); Xiao, Huimin (58803543600); Xing, Qiang (58803454800)","58803454900; 58803543600; 58803454800","Contrastive Learning Enhanced by Transformer Block for Time Series Forecasting","2023","Proceedings of SPIE - The International Society for Optical Engineering","12970","","1297022","","","0","10.1117/12.3012295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181849963&doi=10.1117%2F12.3012295&partnerID=40&md5=ab727bfe8e542cae5f59482698604af4","Conference paper","Final","","Scopus","2-s2.0-85181849963"
"Li, Y.; Xu, J.; Anastasiu, D.C.","Li, Yanhong (58003248500); Xu, Jack (58003405400); Anastasiu, David C. (35316821200)","58003248500; 58003405400; 35316821200","SEED: An Effective Model for Highly-Skewed Streamflow Time Series Data Forecasting","2023","","","","","728","737","5","10.1109/BigData59044.2023.10386959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180339288&doi=10.1109%2FBigData59044.2023.10386959&partnerID=40&md5=3df19b881a7a6809d457523d46164037","Conference paper","Final","","Scopus","2-s2.0-85180339288"
"Chen, Y.; Jiang, T.; Gel, Y.R.","Chen, Yuzhou (57202790311); Jiang, Tian (57980374600); Gel, Yulia R. (15062733300)","57202790311; 57980374600; 15062733300","H2-Nets: Hyper-hodge Convolutional Neural Networks for Time-Series Forecasting","2023","Lecture Notes in Computer Science","14173 LNAI","","","271","289","2","10.1007/978-3-031-43424-2_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179624951&doi=10.1007%2F978-3-031-43424-2_17&partnerID=40&md5=12324ef0accf794d0face19d4e277c5a","Conference paper","Final","","Scopus","2-s2.0-85179624951"
"Chen, Y.; Batsakis, S.; Vincent Poor, H.V.","Chen, Yuzhou (57202790311); Batsakis, Sotiris (26631759300); Vincent Poor, H. Vincent (55665272100)","57202790311; 26631759300; 55665272100","Higher-Order Spatio-Temporal Neural Networks for Covid-19 Forecasting","2023","Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing","2023-June","","","","","2","10.1109/ICASSP49357.2023.10095012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177557820&doi=10.1109%2FICASSP49357.2023.10095012&partnerID=40&md5=bec0a7677c97a23ca5222cb314870e7c","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177557820"
"Srinivas, S.S.; Gupta, S.; Aripirala, K.S.S.; Runkana, V.","Srinivas, Sagar (58100775500); Gupta, Shivam (58734489100); Aripirala, Krishna Sai Sudhir (58700133900); Runkana, Venkataramana (8921498900)","58100775500; 58734489100; 58700133900; 8921498900","Joint hypergraph rewiring and memory-Augmented forecasting techniques in digital twin technology","2023","CEUR Workshop Proceedings","3541","","","41","74","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177035426&partnerID=40&md5=4f2878b7f364308af723894ef7dc96e0","Conference paper","Final","","Scopus","2-s2.0-85177035426"
"Cini, A.; Zambon, D.; Alippi, C.","Cini, Andrea (57211273832); Zambon, Daniele (57201115388); Alippi, Cesare (7004582186)","57211273832; 57201115388; 7004582186","Sparse Graph Learning from Spatiotemporal Time Series","2023","Journal of Machine Learning Research","24","","","","","23","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175601404&partnerID=40&md5=e8cf0bc88a664da0ef171127c7a14f0d","Article","Final","","Scopus","2-s2.0-85175601404"
"Kim, J.; Lee, H.; Yu, S.; Hwang, U.; Jung, W.; Yoon, K.","Kim, Juhyeon (57735890400); Lee, Hyungeun (57900801700); Yu, Seungwon (57210414795); Hwang, Ung (55268574200); Jung, Wooyeol (58663046400); Yoon, Kijung (55787448000)","57735890400; 57900801700; 57210414795; 55268574200; 58663046400; 55787448000","Hierarchical Joint Graph Learning and Multivariate Time Series Forecasting","2023","IEEE Access","11","","","118386","118394","6","10.1109/ACCESS.2023.3325041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174798168&doi=10.1109%2FACCESS.2023.3325041&partnerID=40&md5=85d581ff8a085572acd899869535e914","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85174798168"
"Chen, Z.; Zhang, F.; Li, T.; Li, C.","Chen, Zonglei (58236392600); Zhang, Fan (57408032600); Li, Tianrui (7406372548); Li, Chongshou (57201028964)","58236392600; 57408032600; 7406372548; 57201028964","MAGNet: Muti-scale Attention and Evolutionary Graph Structure for Long Sequence Time-Series Forecasting","2023","Lecture Notes in Computer Science","14259 LNCS","","","218","230","2","10.1007/978-3-031-44223-0_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174590613&doi=10.1007%2F978-3-031-44223-0_18&partnerID=40&md5=b7ca6cbad0cefd69d6c56f43e8913f72","Conference paper","Final","","Scopus","2-s2.0-85174590613"
"Yao, Y.; Li, D.; Jie, H.; Chen, L.; Li, T.; Chen, J.; Wang, J.; Li, F.; Gao, Y.","Yao, Yuanyuan (58656421300); Li, Dimeng (57547082000); Jie, Hailiang (58656421400); Chen, Lu (55355122300); Li, Tianyi (57203551112); Chen, Jie (58371738600); Wang, Jiaqi (57206678855); Li, Feifei (57210108787); Gao, Yunjun (14038661300)","58656421300; 57547082000; 58656421400; 55355122300; 57203551112; 58371738600; 57206678855; 57210108787; 14038661300","SimpleTS: An Efficient and Universal Model Selection Framework for Time Series Forecasting","2023","Proceedings of the VLDB Endowment","16","12","","3741","3753","24","10.14778/3611540.3611561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174521569&doi=10.14778%2F3611540.3611561&partnerID=40&md5=eb21d742bce372c8973411ed675f9334","Conference paper","Final","","Scopus","2-s2.0-85174521569"
"Deng, J.; Deng, J.; Jiang, R.; Song, X.","Deng, Jiewen (57246253600); Deng, Jinliang (57246045800); Jiang, Renhe (57202284492); Song, Xuan (7402269519)","57246253600; 57246045800; 57202284492; 7402269519","Learning Gaussian Mixture Representations for Tensor Time Series Forecasting","2023","IJCAI International Joint Conference on Artificial Intelligence","2023-August","","","2077","2085","6","10.24963/ijcai.2023/231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170365189&doi=10.24963%2Fijcai.2023%2F231&partnerID=40&md5=6b1eb66c27d89fe73ae4f8e4299cc9f4","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85170365189"
"Chung, W.; Moon, J.; Kim, D.; Hwang, E.","Chung, Wonyong (59806644500); Moon, Jaeuk (57217858089); Kim, Dongjun (57198637088); Hwang, Eenjun (7101826788)","59806644500; 57217858089; 57198637088; 7101826788","Graph Construction Method for GNN-Based Multivariate Time-Series Forecasting","2023","Computers, Materials and Continua","75","3","","5817","5836","5","10.32604/cmc.2023.036830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165540972&doi=10.32604%2Fcmc.2023.036830&partnerID=40&md5=3b0df0984cde2d13ddbbcdcc67a5120e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85165540972"
